date,close_raw,high_raw,low_raw,open_raw,volume_raw,vix,ret1,ema_10,z_close_20,vix_z_20,close
,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,,,,,,
2025-11-26,6812.60986328125,6831.43994140625,6783.8701171875,6793.5498046875,4485000000,17.190000534057617,0.006906711511012631,6715.953955396337,0.73860576000124,-0.9226166066510709,6812.60986328125
2025-11-28,6849.08984375,6850.85986328125,6819.75,6822.52001953125,2558540000,16.350000381469727,0.005354773163420257,6740.160480551548,1.1033576590069185,-1.194912794309371,6849.08984375
2025-12-01,6812.6298828125,6843.64990234375,6799.93994140625,6812.2998046875,4549370000,17.239999771118164,-0.005323329342915684,6753.3367355080845,0.7384380435934835,-0.8787415717614658,6812.6298828125
2025-12-02,6829.3701171875,6851.5498046875,6806.7099609375,6830.9599609375,4582290000,16.59000015258789,0.002457235261999813,6767.160986722523,0.9449045940897325,-1.0829447410381994,6829.3701171875
2025-12-03,6849.72021484375,6862.419921875,6810.43017578125,6815.2900390625,4736780000,16.079999923706055,0.0029797912994984355,6782.171755471837,1.0906795579301067,-1.1638890132198818,6849.72021484375
2025-12-04,6857.1201171875,6866.47021484375,6827.1201171875,6866.47021484375,4872440000,15.779999732971191,0.0010803218396737702,6795.79873032923,1.1062293472903462,-1.1865834020558705,6857.1201171875
2025-12-05,6870.39990234375,6895.77978515625,6858.2900390625,6866.31982421875,4944560000,15.40999984741211,0.001936641757662061,6809.362579786415,1.127258374953663,-1.1899782710379394,6870.39990234375
2025-12-08,6846.509765625,6878.27001953125,6827.18994140625,6875.2001953125,4757130000,16.65999984741211,-0.003477255626794018,6816.116613575248,0.8156585145635926,-0.7562209692112483,6846.509765625
2025-12-09,6840.509765625,6864.919921875,6837.43017578125,6840.60986328125,4508050000,16.93000030517578,-0.0008763589340257116,6820.551732129748,0.7503513121330978,-0.6603877368209226,6840.509765625
2025-12-10,6886.68017578125,6900.669921875,6824.68994140625,6833.490234375,5526570000,15.770000457763672,0.00674955693920154,6832.57508552093,1.160283755267661,-0.9689034084244698,6886.68017578125
2025-12-11,6901.0,6903.4599609375,6833.4501953125,6861.2998046875,5021060000,14.850000381469727,0.002079350841514227,6845.0159790625785,1.2414920513176861,-1.1622355800499629,6901.0
2025-12-12,6827.41015625,6899.85009765625,6801.7900390625,6886.85009765625,4910160000,15.739999771118164,-0.010663649289958,6841.814920369382,0.5068854281581763,-0.8328086980748349,6827.41015625
2025-12-15,6816.509765625,6861.58984375,6801.490234375,6860.18994140625,4975600000,16.5,-0.0015965630269072495,6837.2139831431305,0.36670145180713637,-0.5689094159838669,6816.509765625
2025-12-16,6800.259765625,6819.27001953125,6759.740234375,6800.1201171875,4983180000,16.479999542236328,-0.0023839179519623555,6830.49503450347,0.15960269699920515,-0.5050034746576282,6800.259765625
2025-12-17,6721.43017578125,6812.259765625,6720.43017578125,6802.8798828125,5122120000,17.6200008392334,-0.011592143912241393,6810.665060190339,-0.6872357168350308,-0.0855732262334783,6721.43017578125
2025-12-18,6774.759765625,6816.1298828125,6758.5,6778.06005859375,5101190000,16.8700008392334,0.007934262269941872,6804.136824814823,-0.22502327805015376,-0.2393131818356143,6774.759765625
2025-12-19,6834.5,6840.02001953125,6792.6201171875,6792.6201171875,8554470000,14.90999984741211,0.008818059450332205,6809.657402121218,0.3493979998813288,-1.0399958300891134,6834.5
2025-12-22,6878.490234375,6882.02978515625,6855.740234375,6865.2099609375,4465030000,14.079999923706055,0.006436496360377575,6822.172462530996,1.066139691544655,-1.7350776965210253,6878.490234375
2025-12-23,6909.7900390625,6910.8798828125,6868.81005859375,6872.41015625,3820560000,14.0,0.004550388765703239,6838.102930991269,1.631189226086119,-1.8930234158517503,6909.7900390625
2025-12-24,6932.0498046875,6937.31982421875,6904.91015625,6904.91015625,1798270000,13.470000267028809,0.0032214822012188726,6855.18418075422,1.8540959285615821,-2.1159222647588303,6932.0498046875
