date,close_raw,high_raw,low_raw,open_raw,volume_raw,vix,ret1,ema_10,z_close_20,vix_z_20,close
,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,,,,,,
2025-12-26,6929.93994140625,6945.77001953125,6921.60009765625,6936.02001953125,2586550000,13.600000381469727,-0.00030436354912266594,6868.776137236407,1.5840505505863587,-1.7444738018503214,6929.93994140625
2025-12-29,6905.740234375,6920.2099609375,6888.759765625,6903.60009765625,3541750000,14.199999809265137,-0.00349205148036813,6875.496882170696,1.0274261220768435,-1.1345959589160157,6905.740234375
2025-12-30,6896.240234375,6913.25,6893.47021484375,6900.43994140625,3309930000,14.329999923706055,-0.0013756671519022934,6879.268400753296,0.7681943965262394,-0.9371003363078665,6896.240234375
2025-12-31,6845.5,6901.419921875,6844.5498046875,6898.81982421875,3261830000,14.949999809265137,-0.007357666300846111,6873.128691525424,-0.20302304086102843,-0.37848869392954215,6845.5
2026-01-02,6858.47021484375,6894.8701171875,6824.31005859375,6878.10986328125,4184120000,14.510000228881836,0.0018947067188299638,6870.463513946937,0.03416668431686997,-0.6720847748555868,6858.47021484375
2026-01-05,6902.0498046875,6920.3798828125,6891.56005859375,6892.18994140625,5771930000,14.899999618530273,0.006354126864826393,6876.206475899767,0.802000813457761,-0.3179536156107394,6902.0498046875
2026-01-06,6944.81982421875,6948.68994140625,6904.02001953125,6908.02978515625,5509680000,14.75,0.006196712678341321,6888.681630139581,1.4394329698119404,-0.41174915774344334,6944.81982421875
2026-01-07,6920.93017578125,6965.68994140625,6919.18994140625,6945.06982421875,5214480000,15.380000114440918,-0.003439923431013958,6894.545002074429,0.9345117606911518,0.15872164804493205,6920.93017578125
2026-01-08,6921.4599609375,6931.27978515625,6899.330078125,6914.10986328125,5333200000,15.449999809265137,7.65482590914246e-05,6899.438630958623,0.8608257731964805,0.29793897864962837,6921.4599609375
2026-01-09,6966.27978515625,6978.35986328125,6917.64013671875,6927.830078125,5163900000,14.489999771118164,0.006475487031883276,6911.591568085464,1.4582853446736206,-0.5073505526874341,6966.27978515625
2026-01-12,6977.27001953125,6986.330078125,6934.06982421875,6944.1201171875,5019040000,15.119999885559082,0.001577633215136931,6923.53310471197,1.4809049480305134,0.0472678283843268,6977.27001953125
2026-01-13,6963.740234375,6985.830078125,6938.77001953125,6977.41015625,5091730000,15.979999542236328,-0.0019391230550597216,6930.84349192343,1.1512781645469137,0.8043060457748419,6963.740234375
2026-01-14,6926.60009765625,6941.2998046875,6885.740234375,6937.41015625,5530830000,16.75,-0.005333360445499591,6930.071965693033,0.5385981424196662,1.4575259354629717,6926.60009765625
2026-01-15,6944.47021484375,6979.33984375,6937.93017578125,6969.4599609375,5114050000,15.84000015258789,0.0025799262171273263,6932.689829174981,0.7248830745518348,0.7058956850767985,6944.47021484375
2026-01-16,6940.009765625,6967.2998046875,6925.08984375,6960.5400390625,5356550000,15.859999656677246,-0.0006423023039563436,6934.020726711348,0.6282418513180164,0.9352105529582931,6940.009765625
2026-01-20,6796.85986328125,6871.169921875,6789.0498046875,6865.240234375,5769500000,20.09000015258789,-0.02062675805627745,6909.082387905875,-2.4050085815707636,3.4509198419724894,6796.85986328125
2026-01-21,6875.6201171875,6910.39013671875,6804.9599609375,6810.7099609375,5835520000,16.899999618530273,0.011587741323274559,6902.998338684352,-0.8170685620022134,1.12051116205725,6875.6201171875
2026-01-22,6913.35009765625,6934.75,6893.6201171875,6914.43994140625,5307580000,15.640000343322754,0.005487502192628835,6904.880476679243,-0.004803260001544561,0.224871881651706,6913.35009765625
2026-01-23,6915.60986328125,6932.9599609375,6895.5,6907.85009765625,4871930000,16.09000015258789,0.0003268698377891788,6906.831274243244,0.0403582880325572,0.4683502943826429,6915.60986328125
2026-01-26,6950.22998046875,6964.66015625,6921.60009765625,6923.22998046875,4968050000,16.149999618530273,0.005006083031276365,6914.721948102426,0.8028918570877149,0.4374445589829652,6950.22998046875
2026-01-27,6985.10986328125,6988.81982421875,6958.830078125,6965.9599609375,1232491000,15.8100004196167,0.005018522107975931,6927.519750862211,1.4436661839883893,0.11616989611269213,6985.10986328125
